"","GEOID","NAME","variable","estimate","moe"
"28029","80727","ZCTA5 80727","medincome",40820,2143
"28030","80728","ZCTA5 80728","medincome",52750,7320
"28031","80729","ZCTA5 80729","medincome",41181,11748
"28032","80731","ZCTA5 80731","medincome",48000,9728
"28033","80733","ZCTA5 80733","medincome",48250,20139
"28034","80734","ZCTA5 80734","medincome",46757,9896
"28035","80735","ZCTA5 80735","medincome",55000,16216
"28036","80736","ZCTA5 80736","medincome",52500,31715
"28037","80737","ZCTA5 80737","medincome",49427,4164
"28038","80740","ZCTA5 80740","medincome",60208,40610
"28039","80741","ZCTA5 80741","medincome",47375,10411
"28040","80742","ZCTA5 80742","medincome",46250,22816
"28041","80743","ZCTA5 80743","medincome",45556,8794
"28042","80744","ZCTA5 80744","medincome",29750,7378
"28043","80745","ZCTA5 80745","medincome",40227,13894
"28044","80746","ZCTA5 80746","medincome",NA,NA
"28045","80747","ZCTA5 80747","medincome",59861,5317
"28046","80749","ZCTA5 80749","medincome",43750,16233
"28047","80750","ZCTA5 80750","medincome",48281,39121
"28048","80751","ZCTA5 80751","medincome",40613,4911
"28049","80754","ZCTA5 80754","medincome",47917,32722
"28050","80755","ZCTA5 80755","medincome",NA,NA
"28051","80757","ZCTA5 80757","medincome",40625,8359
"28052","80758","ZCTA5 80758","medincome",45250,4520
"28053","80759","ZCTA5 80759","medincome",37374,7066
"28054","80801","ZCTA5 80801","medincome",43750,18342
"28055","80802","ZCTA5 80802","medincome",53438,19787
"28056","80804","ZCTA5 80804","medincome",31417,8175
"28057","80805","ZCTA5 80805","medincome",55000,17995
"28058","80807","ZCTA5 80807","medincome",42083,9914
"28059","80808","ZCTA5 80808","medincome",57202,11695
"28060","80809","ZCTA5 80809","medincome",59485,12522
"28061","80810","ZCTA5 80810","medincome",52969,5894
"28062","80812","ZCTA5 80812","medincome",56750,14360
"28063","80813","ZCTA5 80813","medincome",40595,5749
"28064","80814","ZCTA5 80814","medincome",66754,7615
"28065","80815","ZCTA5 80815","medincome",40000,9340
"28066","80816","ZCTA5 80816","medincome",51179,5434
"28067","80817","ZCTA5 80817","medincome",58999,4277
"28068","80818","ZCTA5 80818","medincome",54219,33380
"28069","80819","ZCTA5 80819","medincome",53929,14500
"28070","80820","ZCTA5 80820","medincome",50417,39648
"28071","80821","ZCTA5 80821","medincome",43917,5642
"28072","80822","ZCTA5 80822","medincome",66250,21899
"28073","80823","ZCTA5 80823","medincome",46875,24843
"28074","80824","ZCTA5 80824","medincome",43125,14731
"28075","80825","ZCTA5 80825","medincome",62500,7063
"28076","80827","ZCTA5 80827","medincome",57969,54662
"28077","80828","ZCTA5 80828","medincome",40461,6960
"28078","80829","ZCTA5 80829","medincome",58110,10090
"28079","80830","ZCTA5 80830","medincome",54018,6610
"28080","80831","ZCTA5 80831","medincome",82216,4261
"28081","80832","ZCTA5 80832","medincome",46471,8874
"28082","80833","ZCTA5 80833","medincome",48333,9409
"28083","80834","ZCTA5 80834","medincome",33056,10155
"28084","80835","ZCTA5 80835","medincome",58438,3791
"28085","80836","ZCTA5 80836","medincome",44375,7333
"28086","80840","ZCTA5 80840","medincome",71705,12564
"28087","80860","ZCTA5 80860","medincome",46181,8734
"28088","80861","ZCTA5 80861","medincome",46354,6319
"28089","80862","ZCTA5 80862","medincome",73750,47586
"28090","80863","ZCTA5 80863","medincome",75346,8971
"28091","80864","ZCTA5 80864","medincome",49762,3202
"28092","80902","ZCTA5 80902","medincome",42398,5317
"28093","80903","ZCTA5 80903","medincome",37283,2820
"28094","80904","ZCTA5 80904","medincome",47177,3697
"28095","80905","ZCTA5 80905","medincome",40063,3025
"28096","80906","ZCTA5 80906","medincome",61074,3089
"28097","80907","ZCTA5 80907","medincome",45382,2000
"28098","80908","ZCTA5 80908","medincome",104777,10518
"28099","80909","ZCTA5 80909","medincome",38696,2694
"28100","80910","ZCTA5 80910","medincome",36278,2029
"28101","80911","ZCTA5 80911","medincome",57300,4437
"28102","80913","ZCTA5 80913","medincome",65250,3572
"28103","80914","ZCTA5 80914","medincome",NA,NA
"28104","80915","ZCTA5 80915","medincome",55242,2223
"28105","80916","ZCTA5 80916","medincome",45779,3105
"28106","80917","ZCTA5 80917","medincome",51666,2476
"28107","80918","ZCTA5 80918","medincome",58875,2858
"28108","80919","ZCTA5 80919","medincome",91278,6675
"28109","80920","ZCTA5 80920","medincome",87450,3429
"28110","80921","ZCTA5 80921","medincome",111548,7164
"28111","80922","ZCTA5 80922","medincome",83067,4864
"28112","80923","ZCTA5 80923","medincome",82986,2832
"28113","80924","ZCTA5 80924","medincome",121875,5868
"28114","80925","ZCTA5 80925","medincome",74191,9201
"28115","80926","ZCTA5 80926","medincome",59938,8102
"28116","80927","ZCTA5 80927","medincome",100735,26803
"28117","80928","ZCTA5 80928","medincome",44375,14626
"28118","80929","ZCTA5 80929","medincome",NA,NA
"28119","80930","ZCTA5 80930","medincome",63191,4250
"28120","80938","ZCTA5 80938","medincome",NA,NA
"28121","80939","ZCTA5 80939","medincome",NA,NA
"28122","80951","ZCTA5 80951","medincome",77823,19385
"28123","81001","ZCTA5 81001","medincome",33490,1550
"28124","81003","ZCTA5 81003","medincome",28296,2196
"28125","81004","ZCTA5 81004","medincome",32488,1699
"28126","81005","ZCTA5 81005","medincome",45495,4786
"28127","81006","ZCTA5 81006","medincome",55494,4602
"28128","81007","ZCTA5 81007","medincome",64534,2293
"28129","81008","ZCTA5 81008","medincome",50385,6972
"28130","81019","ZCTA5 81019","medincome",42262,18551
"28131","81020","ZCTA5 81020","medincome",42614,10529
"28132","81021","ZCTA5 81021","medincome",NA,NA
"28133","81022","ZCTA5 81022","medincome",50349,13370
"28134","81023","ZCTA5 81023","medincome",64250,28135
"28135","81024","ZCTA5 81024","medincome",NA,NA
"28136","81025","ZCTA5 81025","medincome",31016,7022
"28137","81027","ZCTA5 81027","medincome",36328,2650
"28138","81029","ZCTA5 81029","medincome",30000,7271
"28139","81030","ZCTA5 81030","medincome",43000,13653
"28140","81033","ZCTA5 81033","medincome",27396,3002
"28141","81036","ZCTA5 81036","medincome",37396,6205
"28142","81038","ZCTA5 81038","medincome",NA,NA
"28143","81039","ZCTA5 81039","medincome",42857,5523
"28144","81040","ZCTA5 81040","medincome",29293,12531
"28145","81041","ZCTA5 81041","medincome",27321,4135
"28146","81043","ZCTA5 81043","medincome",NA,NA
"28147","81044","ZCTA5 81044","medincome",50764,13198
"28148","81045","ZCTA5 81045","medincome",39375,9019
"28149","81047","ZCTA5 81047","medincome",41544,6178
"28150","81049","ZCTA5 81049","medincome",47708,12393
"28151","81050","ZCTA5 81050","medincome",32311,3980
"28152","81052","ZCTA5 81052","medincome",41875,4321
"28153","81054","ZCTA5 81054","medincome",31343,6166
"28154","81055","ZCTA5 81055","medincome",42617,7921
"28155","81057","ZCTA5 81057","medincome",46458,6891
"28156","81058","ZCTA5 81058","medincome",33036,6535
"28157","81059","ZCTA5 81059","medincome",56250,18674
"28158","81062","ZCTA5 81062","medincome",38661,14391
"28159","81063","ZCTA5 81063","medincome",30536,6368
"28160","81064","ZCTA5 81064","medincome",50250,13790
"28161","81067","ZCTA5 81067","medincome",35918,4053
"28162","81069","ZCTA5 81069","medincome",68750,13600
"28163","81071","ZCTA5 81071","medincome",38839,4369
"28164","81073","ZCTA5 81073","medincome",34286,3201
"28165","81076","ZCTA5 81076","medincome",32500,26610
"28166","81077","ZCTA5 81077","medincome",30938,12093
"28167","81081","ZCTA5 81081","medincome",53750,7754
"28168","81082","ZCTA5 81082","medincome",42439,3480
"28169","81084","ZCTA5 81084","medincome",34271,8406
"28170","81087","ZCTA5 81087","medincome",35313,19380
"28171","81089","ZCTA5 81089","medincome",28135,2868
"28172","81090","ZCTA5 81090","medincome",42961,6396
"28173","81091","ZCTA5 81091","medincome",46042,7166
"28174","81092","ZCTA5 81092","medincome",41711,6677
"28175","81101","ZCTA5 81101","medincome",32094,3456
"28176","81120","ZCTA5 81120","medincome",28284,2505
"28177","81121","ZCTA5 81121","medincome",39732,4030
"28178","81122","ZCTA5 81122","medincome",67221,4545
"28179","81123","ZCTA5 81123","medincome",27153,3479
"28180","81124","ZCTA5 81124","medincome",NA,NA
"28181","81125","ZCTA5 81125","medincome",37622,6227
"28182","81126","ZCTA5 81126","medincome",16583,4371
"28183","81128","ZCTA5 81128","medincome",NA,NA
"28184","81129","ZCTA5 81129","medincome",20114,15825
"28185","81130","ZCTA5 81130","medincome",50313,8667
"28186","81131","ZCTA5 81131","medincome",29417,6919
"28187","81132","ZCTA5 81132","medincome",34395,3024
"28188","81133","ZCTA5 81133","medincome",35583,9583
"28189","81136","ZCTA5 81136","medincome",25893,8941
"28190","81137","ZCTA5 81137","medincome",52264,3045
"28191","81138","ZCTA5 81138","medincome",NA,NA
"28192","81140","ZCTA5 81140","medincome",43182,11286
"28193","81141","ZCTA5 81141","medincome",35511,4397
"28194","81143","ZCTA5 81143","medincome",28438,21516
"28195","81144","ZCTA5 81144","medincome",42045,3508
"28196","81146","ZCTA5 81146","medincome",48500,11389
"28197","81147","ZCTA5 81147","medincome",45862,4105
"28198","81148","ZCTA5 81148","medincome",19219,5823
"28199","81149","ZCTA5 81149","medincome",27500,3982
"28200","81151","ZCTA5 81151","medincome",51641,9611
"28201","81152","ZCTA5 81152","medincome",25795,6708
"28202","81154","ZCTA5 81154","medincome",58000,18362
"28203","81155","ZCTA5 81155","medincome",48750,46965
"28204","81201","ZCTA5 81201","medincome",48086,3310
"28205","81210","ZCTA5 81210","medincome",NA,NA
"28206","81211","ZCTA5 81211","medincome",52011,6321
"28207","81212","ZCTA5 81212","medincome",42375,2219
"28208","81220","ZCTA5 81220","medincome",80417,44580
"28209","81221","ZCTA5 81221","medincome",46250,10251
"28210","81222","ZCTA5 81222","medincome",NA,NA
"28211","81223","ZCTA5 81223","medincome",32398,8534
"28212","81224","ZCTA5 81224","medincome",75833,19129
"28213","81225","ZCTA5 81225","medincome",55000,9200
"28214","81226","ZCTA5 81226","medincome",40378,4010
"28215","81227","ZCTA5 81227","medincome",NA,NA
"28216","81230","ZCTA5 81230","medincome",44180,3270
"28217","81231","ZCTA5 81231","medincome",NA,NA
"28218","81232","ZCTA5 81232","medincome",NA,NA
"28219","81233","ZCTA5 81233","medincome",45139,12332
"28220","81235","ZCTA5 81235","medincome",50227,12290
"28221","81236","ZCTA5 81236","medincome",66419,4173
"28222","81237","ZCTA5 81237","medincome",72500,19722
"28223","81239","ZCTA5 81239","medincome",NA,NA
"28224","81240","ZCTA5 81240","medincome",50400,4982
"28225","81241","ZCTA5 81241","medincome",63750,39443
"28226","81242","ZCTA5 81242","medincome",41563,6807
"28227","81243","ZCTA5 81243","medincome",NA,NA
"28228","81244","ZCTA5 81244","medincome",36667,16935
"28229","81248","ZCTA5 81248","medincome",54063,1861
"28230","81251","ZCTA5 81251","medincome",57083,28905
"28231","81252","ZCTA5 81252","medincome",35000,8224
"28232","81253","ZCTA5 81253","medincome",66765,12539
"28233","81301","ZCTA5 81301","medincome",63897,3682
"28234","81303","ZCTA5 81303","medincome",57339,5466
"28235","81320","ZCTA5 81320","medincome",33214,9438
"28236","81321","ZCTA5 81321","medincome",41117,3320
"28237","81323","ZCTA5 81323","medincome",50401,9724
"28238","81324","ZCTA5 81324","medincome",31679,6198
"28239","81325","ZCTA5 81325","medincome",33375,17070
"28240","81326","ZCTA5 81326","medincome",57250,10223
"28241","81327","ZCTA5 81327","medincome",35688,18287
"28242","81328","ZCTA5 81328","medincome",44631,6676
"28243","81330","ZCTA5 81330","medincome",NA,NA
"28244","81331","ZCTA5 81331","medincome",29735,17130
"28245","81332","ZCTA5 81332","medincome",31563,6824
"28246","81334","ZCTA5 81334","medincome",25435,3828
"28247","81335","ZCTA5 81335","medincome",NA,NA
"28248","81401","ZCTA5 81401","medincome",41069,2252
"28249","81403","ZCTA5 81403","medincome",56045,5640
"28250","81410","ZCTA5 81410","medincome",35714,12337
"28251","81411","ZCTA5 81411","medincome",NA,NA
"28252","81413","ZCTA5 81413","medincome",41953,5485
"28253","81415","ZCTA5 81415","medincome",53750,20681
"28254","81416","ZCTA5 81416","medincome",39868,6991
"28255","81418","ZCTA5 81418","medincome",47917,14584
"28256","81419","ZCTA5 81419","medincome",40422,5417
"28257","81422","ZCTA5 81422","medincome",45147,13288
"28258","81423","ZCTA5 81423","medincome",51534,9731
"28259","81424","ZCTA5 81424","medincome",47813,11346
"28260","81425","ZCTA5 81425","medincome",37083,4984
"28261","81426","ZCTA5 81426","medincome",53750,27285
"28262","81427","ZCTA5 81427","medincome",68056,7904
"28263","81428","ZCTA5 81428","medincome",45842,4414
"28264","81429","ZCTA5 81429","medincome",NA,NA
"28265","81430","ZCTA5 81430","medincome",50952,17479
"28266","81431","ZCTA5 81431","medincome",45859,9395
"28267","81432","ZCTA5 81432","medincome",61281,2442
"28268","81433","ZCTA5 81433","medincome",39514,11772
"28269","81434","ZCTA5 81434","medincome",49875,17870
"28270","81435","ZCTA5 81435","medincome",61122,3225
"28271","81501","ZCTA5 81501","medincome",35115,3574
"28272","81503","ZCTA5 81503","medincome",44353,2643
"28273","81504","ZCTA5 81504","medincome",51979,1682
"28274","81505","ZCTA5 81505","medincome",54808,7409
"28275","81506","ZCTA5 81506","medincome",48713,4996
"28276","81507","ZCTA5 81507","medincome",71990,6370
"28277","81520","ZCTA5 81520","medincome",33816,2869
"28278","81521","ZCTA5 81521","medincome",55081,7964
"28279","81522","ZCTA5 81522","medincome",NA,NA
"28280","81523","ZCTA5 81523","medincome",85635,21343
"28281","81524","ZCTA5 81524","medincome",68125,38069
"28282","81525","ZCTA5 81525","medincome",41556,18518
"28283","81526","ZCTA5 81526","medincome",63214,6625
"28284","81527","ZCTA5 81527","medincome",62088,16024
"28285","81601","ZCTA5 81601","medincome",61831,4585
"28286","81610","ZCTA5 81610","medincome",41458,14881
"28287","81611","ZCTA5 81611","medincome",71250,7822
"28288","81612","ZCTA5 81612","medincome",NA,NA
"28289","81615","ZCTA5 81615","medincome",66082,30558
"28290","81620","ZCTA5 81620","medincome",64716,14877
"28291","81621","ZCTA5 81621","medincome",71850,6479
"28292","81623","ZCTA5 81623","medincome",76568,4469
"28293","81624","ZCTA5 81624","medincome",55469,9264
"28294","81625","ZCTA5 81625","medincome",54540,4910
"28295","81630","ZCTA5 81630","medincome",52500,14021
"28296","81631","ZCTA5 81631","medincome",110265,14415
"28297","81632","ZCTA5 81632","medincome",90930,8678
"28298","81633","ZCTA5 81633","medincome",NA,NA
"28299","81635","ZCTA5 81635","medincome",59725,7203
"28300","81637","ZCTA5 81637","medincome",78899,12309
"28301","81638","ZCTA5 81638","medincome",69271,29434
"28302","81639","ZCTA5 81639","medincome",54107,7311
"28303","81640","ZCTA5 81640","medincome",22500,18651
"28304","81641","ZCTA5 81641","medincome",45357,9311
"28305","81642","ZCTA5 81642","medincome",NA,NA
"28306","81643","ZCTA5 81643","medincome",69844,8664
"28307","81645","ZCTA5 81645","medincome",68646,21079
"28308","81646","ZCTA5 81646","medincome",NA,NA
"28309","81647","ZCTA5 81647","medincome",72344,24461
"28310","81648","ZCTA5 81648","medincome",68301,6426
"28311","81649","ZCTA5 81649","medincome",71250,18489
"28312","81650","ZCTA5 81650","medincome",55454,4282
"28313","81652","ZCTA5 81652","medincome",57346,12122
"28314","81653","ZCTA5 81653","medincome",NA,NA
"28315","81654","ZCTA5 81654","medincome",52917,16594
"28316","81655","ZCTA5 81655","medincome",NA,NA
"28317","81656","ZCTA5 81656","medincome",56645,19790
"28318","81657","ZCTA5 81657","medincome",73150,5517
"28319","82001","ZCTA5 82001","medincome",54754,4129
"28320","82005","ZCTA5 82005","medincome",NA,NA
"28321","82007","ZCTA5 82007","medincome",45849,3893
"28322","82009","ZCTA5 82009","medincome",80998,2757
"28323","82050","ZCTA5 82050","medincome",44583,5301
"28324","82051","ZCTA5 82051","medincome",23516,4069
"28325","82052","ZCTA5 82052","medincome",NA,NA
"28326","82053","ZCTA5 82053","medincome",78155,27519
"28327","82054","ZCTA5 82054","medincome",74832,53537
"28328","82055","ZCTA5 82055","medincome",56250,5461
"28329","82058","ZCTA5 82058","medincome",NA,NA
"28330","82059","ZCTA5 82059","medincome",NA,NA
"28331","82060","ZCTA5 82060","medincome",65694,58081
"28332","82061","ZCTA5 82061","medincome",NA,NA
"28333","82063","ZCTA5 82063","medincome",NA,NA
"28334","82070","ZCTA5 82070","medincome",47928,3034
"28335","82072","ZCTA5 82072","medincome",37676,5292
"28336","82073","ZCTA5 82073","medincome",NA,NA
"28337","82081","ZCTA5 82081","medincome",NA,NA
"28338","82082","ZCTA5 82082","medincome",56974,9154
"28339","82083","ZCTA5 82083","medincome",32596,15011
"28340","82084","ZCTA5 82084","medincome",NA,NA
"28341","82190","ZCTA5 82190","medincome",97933,30278
"28342","82201","ZCTA5 82201","medincome",40275,9389
"28343","82210","ZCTA5 82210","medincome",36861,16382
"28344","82212","ZCTA5 82212","medincome",47500,6471
"28345","82213","ZCTA5 82213","medincome",47188,17836
"28346","82214","ZCTA5 82214","medincome",51761,15769
"28347","82215","ZCTA5 82215","medincome",63333,39026
"28348","82217","ZCTA5 82217","medincome",NA,NA
"28349","82219","ZCTA5 82219","medincome",NA,NA
"28350","82221","ZCTA5 82221","medincome",33750,15897
"28351","82222","ZCTA5 82222","medincome",58462,6953
"28352","82223","ZCTA5 82223","medincome",59417,7740
"28353","82224","ZCTA5 82224","medincome",NA,NA
"28354","82225","ZCTA5 82225","medincome",37237,10879
"28355","82227","ZCTA5 82227","medincome",NA,NA
"28356","82229","ZCTA5 82229","medincome",NA,NA
"28357","82240","ZCTA5 82240","medincome",42742,4104
"28358","82242","ZCTA5 82242","medincome",78047,2032
"28359","82243","ZCTA5 82243","medincome",NA,NA
"28360","82244","ZCTA5 82244","medincome",55417,19530
"28361","82301","ZCTA5 82301","medincome",56829,5305
"28362","82321","ZCTA5 82321","medincome",75804,11361
"28363","82322","ZCTA5 82322","medincome",59375,4437
"28364","82323","ZCTA5 82323","medincome",NA,NA
"28365","82324","ZCTA5 82324","medincome",57813,27150
"28366","82325","ZCTA5 82325","medincome",51250,24406
"28367","82327","ZCTA5 82327","medincome",53194,12163
"28368","82329","ZCTA5 82329","medincome",43177,3462
"28369","82331","ZCTA5 82331","medincome",59744,22359
"28370","82332","ZCTA5 82332","medincome",42692,30592
"28371","82334","ZCTA5 82334","medincome",84205,4951
"28372","82335","ZCTA5 82335","medincome",40556,8392
"28373","82336","ZCTA5 82336","medincome",74028,20148
"28374","82401","ZCTA5 82401","medincome",46400,4720
"28375","82410","ZCTA5 82410","medincome",58164,4078
"28376","82411","ZCTA5 82411","medincome",57917,17686
"28377","82412","ZCTA5 82412","medincome",53594,12089
"28378","82414","ZCTA5 82414","medincome",64901,5808
"28379","82420","ZCTA5 82420","medincome",68750,19001
"28380","82421","ZCTA5 82421","medincome",73750,28093
"28381","82422","ZCTA5 82422","medincome",23839,5739
"28382","82423","ZCTA5 82423","medincome",41563,36717
"28383","82426","ZCTA5 82426","medincome",48286,7062
"28384","82428","ZCTA5 82428","medincome",52054,15972
"28385","82430","ZCTA5 82430","medincome",46000,5472
"28386","82431","ZCTA5 82431","medincome",46641,9269
"28387","82432","ZCTA5 82432","medincome",36875,25024
"28388","82433","ZCTA5 82433","medincome",43393,5006
"28389","82434","ZCTA5 82434","medincome",67679,59339
"28390","82435","ZCTA5 82435","medincome",57525,4972
"28391","82440","ZCTA5 82440","medincome",80388,23825
"28392","82441","ZCTA5 82441","medincome",73750,55397
"28393","82442","ZCTA5 82442","medincome",45250,8140
"28394","82443","ZCTA5 82443","medincome",45808,3246
"28395","82450","ZCTA5 82450","medincome",NA,NA
"28396","82501","ZCTA5 82501","medincome",53155,3752
"28397","82510","ZCTA5 82510","medincome",41786,32937
"28398","82512","ZCTA5 82512","medincome",30000,6540
"28399","82513","ZCTA5 82513","medincome",46103,10582
"28400","82514","ZCTA5 82514","medincome",45789,5128
"28401","82515","ZCTA5 82515","medincome",47500,11288
"28402","82516","ZCTA5 82516","medincome",44750,10502
"28403","82520","ZCTA5 82520","medincome",56692,3221
"28404","82523","ZCTA5 82523","medincome",59444,7514
"28405","82601","ZCTA5 82601","medincome",54604,2585
"28406","82604","ZCTA5 82604","medincome",62568,3819
"28407","82609","ZCTA5 82609","medincome",61478,4753
"28408","82620","ZCTA5 82620","medincome",93454,43602
"28409","82630","ZCTA5 82630","medincome",NA,NA
"28410","82633","ZCTA5 82633","medincome",67188,7076
"28411","82635","ZCTA5 82635","medincome",56250,25601
"28412","82636","ZCTA5 82636","medincome",45577,11475
"28413","82637","ZCTA5 82637","medincome",63063,11080
"28414","82638","ZCTA5 82638","medincome",NA,NA
"28415","82639","ZCTA5 82639","medincome",52536,19337
"28416","82640","ZCTA5 82640","medincome",NA,NA
"28417","82642","ZCTA5 82642","medincome",43125,18215
"28418","82643","ZCTA5 82643","medincome",56299,9168
"28419","82644","ZCTA5 82644","medincome",37039,14835
"28420","82646","ZCTA5 82646","medincome",NA,NA
"28421","82648","ZCTA5 82648","medincome",NA,NA
"28422","82649","ZCTA5 82649","medincome",48125,10885
"28423","82701","ZCTA5 82701","medincome",51771,8672
"28424","82710","ZCTA5 82710","medincome",45521,26009
"28425","82711","ZCTA5 82711","medincome",81389,47797
"28426","82712","ZCTA5 82712","medincome",54583,12894
"28427","82714","ZCTA5 82714","medincome",56442,13337
"28428","82715","ZCTA5 82715","medincome",NA,NA
"28429","82716","ZCTA5 82716","medincome",70431,7294
"28430","82718","ZCTA5 82718","medincome",89103,7995
"28431","82720","ZCTA5 82720","medincome",58929,14759
"28432","82721","ZCTA5 82721","medincome",80288,10653
"28433","82723","ZCTA5 82723","medincome",NA,NA
"28434","82725","ZCTA5 82725","medincome",65545,25167
"28435","82727","ZCTA5 82727","medincome",86411,18574
"28436","82729","ZCTA5 82729","medincome",54226,6831
"28437","82730","ZCTA5 82730","medincome",61652,10332
"28438","82731","ZCTA5 82731","medincome",NA,NA
"28439","82732","ZCTA5 82732","medincome",78523,10394
"28440","82801","ZCTA5 82801","medincome",53760,3037
"28441","82831","ZCTA5 82831","medincome",48750,44800
"28442","82832","ZCTA5 82832","medincome",70670,36941
"28443","82833","ZCTA5 82833","medincome",NA,NA
"28444","82834","ZCTA5 82834","medincome",54972,7227
"28445","82835","ZCTA5 82835","medincome",53938,7369
"28446","82836","ZCTA5 82836","medincome",63750,12013
"28447","82837","ZCTA5 82837","medincome",25536,7778
"28448","82838","ZCTA5 82838","medincome",58491,23522
"28449","82839","ZCTA5 82839","medincome",60781,13603
"28450","82842","ZCTA5 82842","medincome",44138,10122
"28451","82844","ZCTA5 82844","medincome",NA,NA
"28452","82845","ZCTA5 82845","medincome",NA,NA
"28453","82901","ZCTA5 82901","medincome",69477,4123
"28454","82922","ZCTA5 82922","medincome",74196,6575
"28455","82923","ZCTA5 82923","medincome",52738,29450
"28456","82925","ZCTA5 82925","medincome",NA,NA
"28457","82929","ZCTA5 82929","medincome",NA,NA
"28458","82930","ZCTA5 82930","medincome",48148,6858
"28459","82932","ZCTA5 82932","medincome",60104,29578
"28460","82933","ZCTA5 82933","medincome",90402,61545
"28461","82934","ZCTA5 82934","medincome",34450,18147
"28462","82935","ZCTA5 82935","medincome",70771,4756
"28463","82936","ZCTA5 82936","medincome",NA,NA
"28464","82937","ZCTA5 82937","medincome",80757,7339
"28465","82938","ZCTA5 82938","medincome",NA,NA
"28466","82939","ZCTA5 82939","medincome",56136,20953
"28467","82941","ZCTA5 82941","medincome",89226,9599
"28468","82942","ZCTA5 82942","medincome",61250,55698
"28469","82943","ZCTA5 82943","medincome",33750,15182
"28470","82944","ZCTA5 82944","medincome",NA,NA
"28471","82945","ZCTA5 82945","medincome",53125,45133
"28472","83001","ZCTA5 83001","medincome",74096,4723
"28473","83011","ZCTA5 83011","medincome",NA,NA
"28474","83012","ZCTA5 83012","medincome",NA,NA
"28475","83013","ZCTA5 83013","medincome",48484,45900
"28476","83014","ZCTA5 83014","medincome",97921,14012
"28477","83025","ZCTA5 83025","medincome",NA,NA
"28478","83101","ZCTA5 83101","medincome",64344,7080
"28479","83110","ZCTA5 83110","medincome",60761,9338
"28480","83111","ZCTA5 83111","medincome",80833,52613
"28481","83112","ZCTA5 83112","medincome",62929,15895
"28482","83113","ZCTA5 83113","medincome",76414,7787
"28483","83114","ZCTA5 83114","medincome",57604,9730
"28484","83115","ZCTA5 83115","medincome",53839,46310
"28485","83116","ZCTA5 83116","medincome",68229,18557
"28486","83118","ZCTA5 83118","medincome",84898,21128
"28487","83119","ZCTA5 83119","medincome",58750,14791
"28488","83120","ZCTA5 83120","medincome",74856,19461
"28489","83121","ZCTA5 83121","medincome",NA,NA
"28490","83122","ZCTA5 83122","medincome",57614,30042
"28491","83123","ZCTA5 83123","medincome",44875,24760
"28492","83124","ZCTA5 83124","medincome",78125,17134
"28493","83126","ZCTA5 83126","medincome",79637,45389
"28494","83127","ZCTA5 83127","medincome",50917,20148
"28495","83128","ZCTA5 83128","medincome",91288,16293
"28496","83201","ZCTA5 83201","medincome",42072,2135
"28497","83202","ZCTA5 83202","medincome",50257,4546
"28498","83203","ZCTA5 83203","medincome",30729,12338
"28499","83204","ZCTA5 83204","medincome",44045,3697
"28500","83209","ZCTA5 83209","medincome",NA,NA
"28501","83210","ZCTA5 83210","medincome",42563,7695
"28502","83211","ZCTA5 83211","medincome",45799,7363
"28503","83212","ZCTA5 83212","medincome",46250,15096
"28504","83213","ZCTA5 83213","medincome",35288,6480
"28505","83214","ZCTA5 83214","medincome",60833,10529
"28506","83215","ZCTA5 83215","medincome",27500,22216
"28507","83217","ZCTA5 83217","medincome",54271,9076
"28508","83218","ZCTA5 83218","medincome",39583,13132
"28509","83220","ZCTA5 83220","medincome",61354,27616
"28510","83221","ZCTA5 83221","medincome",50520,3697
"28511","83223","ZCTA5 83223","medincome",49821,8175
"28512","83226","ZCTA5 83226","medincome",37849,5382
"28513","83227","ZCTA5 83227","medincome",34405,13883
"28514","83228","ZCTA5 83228","medincome",45000,6709
"28515","83232","ZCTA5 83232","medincome",57500,22332
"28516","83233","ZCTA5 83233","medincome",NA,NA
"28517","83234","ZCTA5 83234","medincome",45313,10439
"28518","83235","ZCTA5 83235","medincome",NA,NA
"28519","83236","ZCTA5 83236","medincome",66505,6548
"28520","83237","ZCTA5 83237","medincome",42266,13364
"28521","83238","ZCTA5 83238","medincome",43977,5468
"28522","83239","ZCTA5 83239","medincome",47125,11830
"28523","83241","ZCTA5 83241","medincome",49359,8986
"28524","83243","ZCTA5 83243","medincome",65833,14314
"28525","83244","ZCTA5 83244","medincome",53750,20992
"28526","83245","ZCTA5 83245","medincome",54167,11169
"28527","83246","ZCTA5 83246","medincome",41250,14132
"28528","83250","ZCTA5 83250","medincome",59022,18078
"28529","83251","ZCTA5 83251","medincome",48233,8023
"28530","83252","ZCTA5 83252","medincome",40025,3917
"28531","83253","ZCTA5 83253","medincome",23375,21260
"28532","83254","ZCTA5 83254","medincome",42411,7477
"28533","83255","ZCTA5 83255","medincome",46563,7308
"28534","83261","ZCTA5 83261","medincome",48472,9431
"28535","83262","ZCTA5 83262","medincome",63145,39358
"28536","83263","ZCTA5 83263","medincome",51039,6301
"28537","83271","ZCTA5 83271","medincome",47031,12620
"28538","83272","ZCTA5 83272","medincome",47625,7565
"28539","83274","ZCTA5 83274","medincome",52878,7690
"28540","83276","ZCTA5 83276","medincome",60583,5440
"28541","83277","ZCTA5 83277","medincome",49297,40489
"28542","83278","ZCTA5 83278","medincome",NA,NA
"28543","83281","ZCTA5 83281","medincome",NA,NA
"28544","83283","ZCTA5 83283","medincome",NA,NA
"28545","83285","ZCTA5 83285","medincome",41705,6617
